datetime,pv_irradiance_wh_m2,electricity_consumption_kwh
2026-01-02 16:30:00+01:00,3.442082201004947,3.7970344898997173
2026-01-02 16:45:00+01:00,0.0,3.1235280088952972
2026-01-02 17:00:00+01:00,0.0,5.5959081490683795
2026-01-02 17:15:00+01:00,0.0,5.3148742646964235
2026-01-02 17:30:00+01:00,0.0,5.523777887860865
2026-01-02 17:45:00+01:00,0.0,6.07234122177303
2026-01-02 18:00:00+01:00,0.0,4.978932720100087
2026-01-02 18:15:00+01:00,0.0,4.719462557550195
2026-01-02 18:30:00+01:00,0.0,4.650158841968185
2026-01-02 18:45:00+01:00,0.0,4.687778788493901
2026-01-02 19:00:00+01:00,0.0,5.064829186927994
2026-01-02 19:15:00+01:00,0.0,5.278313534484174
2026-01-02 19:30:00+01:00,0.0,5.245411368860035
2026-01-02 19:45:00+01:00,0.0,5.526392806420435
2026-01-02 20:00:00+01:00,0.0,5.110819716741654
2026-01-02 20:15:00+01:00,0.0,5.846093750905067
2026-01-02 20:30:00+01:00,0.0,4.969097613603076
2026-01-02 20:45:00+01:00,0.0,6.492607519592005
2026-01-02 21:00:00+01:00,0.0,2.5309831849715385
2026-01-02 21:15:00+01:00,0.0,2.1777813788252844
2026-01-02 21:30:00+01:00,0.0,2.126870737108487
2026-01-02 21:45:00+01:00,0.0,2.496874836335714
2026-01-02 22:00:00+01:00,0.0,2.3287244450385916
2026-01-02 22:15:00+01:00,0.0,2.5520237183058057
2026-01-02 22:30:00+01:00,0.0,2.4946751533288385
2026-01-02 22:45:00+01:00,0.0,2.364604713668733
2026-01-02 23:00:00+01:00,0.0,2.1802499955936945
2026-01-02 23:15:00+01:00,0.0,2.0211228427691985
2026-01-02 23:30:00+01:00,0.0,2.275594484828411
2026-01-02 23:45:00+01:00,0.0,2.5859423129369428
2026-01-03 00:00:00+01:00,0.0,1.482976042236641
2026-01-03 00:15:00+01:00,0.0,1.271024134286221
2026-01-03 00:30:00+01:00,0.0,1.4770359431100748
2026-01-03 00:45:00+01:00,0.0,1.5078358639514506
2026-01-03 01:00:00+01:00,0.0,1.3235653948737731
2026-01-03 01:15:00+01:00,0.0,1.474211168291581
2026-01-03 01:30:00+01:00,0.0,1.4603432209385234
2026-01-03 01:45:00+01:00,0.0,1.285945007235101
2026-01-03 02:00:00+01:00,0.0,1.5038388026157707
2026-01-03 02:15:00+01:00,0.0,1.5333117976156965
2026-01-03 02:30:00+01:00,0.0,1.6091392814908592
2026-01-03 02:45:00+01:00,0.0,1.6048926149923357
2026-01-03 03:00:00+01:00,0.0,1.2518692383170034
2026-01-03 03:15:00+01:00,0.0,1.3157298819668388
2026-01-03 03:30:00+01:00,0.0,1.5266694995339196
2026-01-03 03:45:00+01:00,0.0,1.526488112307287
2026-01-03 04:00:00+01:00,0.0,1.5266713026526646
2026-01-03 04:15:00+01:00,0.0,1.8874595272003778
2026-01-03 04:30:00+01:00,0.0,1.5347790773384529
2026-01-03 04:45:00+01:00,0.0,1.616763804486465
2026-01-03 05:00:00+01:00,0.0,1.5904026914980758
2026-01-03 05:15:00+01:00,0.0,1.5464669150166062
2026-01-03 05:30:00+01:00,0.0,1.406118256351853
2026-01-03 05:45:00+01:00,0.0,1.5620860736981264
2026-01-03 06:00:00+01:00,0.0,3.2152465768549225
2026-01-03 06:15:00+01:00,0.0,3.4020202590450515
2026-01-03 06:30:00+01:00,0.0,3.315413763599624
2026-01-03 06:45:00+01:00,0.0,3.5130700424159675
2026-01-03 07:00:00+01:00,0.0,4.291092855856184
2026-01-03 07:15:00+01:00,0.0,2.833884515896031
2026-01-03 07:30:00+01:00,0.0,3.723670819654984
2026-01-03 07:45:00+01:00,0.0,2.922583262078698
2026-01-03 08:00:00+01:00,0.0,3.3200940878270884
2026-01-03 08:15:00+01:00,0.0,3.863989929396992
2026-01-03 08:30:00+01:00,3.077484406300605,3.5069392996530704
2026-01-03 08:45:00+01:00,11.573825499180444,3.1089961150173515
2026-01-03 09:00:00+01:00,27.44212571450578,2.6960751494029664
2026-01-03 09:15:00+01:00,56.87571769545306,3.1011243873683787
2026-01-03 09:30:00+01:00,64.60148097805956,2.691701202249234
2026-01-03 09:45:00+01:00,101.61643525924677,2.9666387844853284
2026-01-03 10:00:00+01:00,121.98676368144474,2.917016965446505
2026-01-03 10:15:00+01:00,126.52896442627654,2.714573228921246
2026-01-03 10:30:00+01:00,192.15736707986304,3.5263389183362777
2026-01-03 10:45:00+01:00,202.15467578925387,3.0878602723309934
2026-01-03 11:00:00+01:00,127.36458873163818,2.3157262465965633
2026-01-03 11:15:00+01:00,219.29295239174257,2.9579261915081467
2026-01-03 11:30:00+01:00,197.86102239833704,2.7116154006314503
2026-01-03 11:45:00+01:00,268.33497491392467,3.1513121063181693
2026-01-03 12:00:00+01:00,206.3542157066337,2.6736529928838615
2026-01-03 12:15:00+01:00,239.01190776681975,2.8704669049907707
2026-01-03 12:30:00+01:00,267.21662625657456,3.0504212804354522
2026-01-03 12:45:00+01:00,281.39212716610336,3.1551804863789825
2026-01-03 13:00:00+01:00,189.32183203902156,2.555243751237226
2026-01-03 13:15:00+01:00,219.89106328743145,2.8066519580854585
2026-01-03 13:30:00+01:00,205.77770040768203,2.765870033777521
2026-01-03 13:45:00+01:00,188.46224003207493,2.7140711980898486
2026-01-03 14:00:00+01:00,234.16542979449855,3.416433645793637
2026-01-03 14:15:00+01:00,195.84624981582385,3.0213818247229147
2026-01-03 14:30:00+01:00,127.83028028598451,2.5376504368769246
2026-01-03 14:45:00+01:00,167.49563792995414,3.1703111613272315
2026-01-03 15:00:00+01:00,143.84941430602143,3.520012185271168
2026-01-03 15:15:00+01:00,116.6932339387401,3.2035894868514556
2026-01-03 15:30:00+01:00,55.24525125018149,2.4625916852956555
2026-01-03 15:45:00+01:00,47.610530438557234,2.763172778119589
2026-01-03 16:00:00+01:00,38.16639953200281,3.271667506254223
2026-01-03 16:15:00+01:00,13.241192841898053,2.6982919687712017
2026-01-03 16:30:00+01:00,3.7136167349638645,3.032659458463846
2026-01-03 16:45:00+01:00,0.07014407645086569,3.1287208763450503
2026-01-03 17:00:00+01:00,0.0,3.95193496670109
2026-01-03 17:15:00+01:00,0.0,4.329748516521909
2026-01-03 17:30:00+01:00,0.0,3.0489730824006105
2026-01-03 17:45:00+01:00,0.0,3.909485782804858
2026-01-03 18:00:00+01:00,0.0,4.24566533270524
2026-01-03 18:15:00+01:00,0.0,3.812181927074728
2026-01-03 18:30:00+01:00,0.0,5.066701278442878
2026-01-03 18:45:00+01:00,0.0,3.732752608368117
2026-01-03 19:00:00+01:00,0.0,4.164006718429744
2026-01-03 19:15:00+01:00,0.0,4.412622189275559
2026-01-03 19:30:00+01:00,0.0,4.983447755250241
2026-01-03 19:45:00+01:00,0.0,3.7302608250031657
2026-01-03 20:00:00+01:00,0.0,4.862312256392953
2026-01-03 20:15:00+01:00,0.0,4.360133021657913
2026-01-03 20:30:00+01:00,0.0,3.928162480973939
2026-01-03 20:45:00+01:00,0.0,4.556953125474089
2026-01-03 21:00:00+01:00,0.0,2.073110565173365
2026-01-03 21:15:00+01:00,0.0,1.9106457147964258
2026-01-03 21:30:00+01:00,0.0,2.0468370334824075
2026-01-03 21:45:00+01:00,0.0,1.9543280025927758
2026-01-03 22:00:00+01:00,0.0,2.0557228102708494
2026-01-03 22:15:00+01:00,0.0,2.167236628510169
2026-01-03 22:30:00+01:00,0.0,2.355030226977867
2026-01-03 22:45:00+01:00,0.0,1.7810443124736506
2026-01-03 23:00:00+01:00,0.0,2.4662194778130133
2026-01-03 23:15:00+01:00,0.0,1.6358578445852905
2026-01-03 23:30:00+01:00,0.0,2.0017961436621996
2026-01-03 23:45:00+01:00,0.0,2.1522329433660468
2026-01-04 00:00:00+01:00,0.0,1.49897180119612
2026-01-04 00:15:00+01:00,0.0,1.3672133167661438
2026-01-04 00:30:00+01:00,0.0,1.4276588111636903
2026-01-04 00:45:00+01:00,0.0,1.3861234106864246
2026-01-04 01:00:00+01:00,0.0,1.3720735355265603
2026-01-04 01:15:00+01:00,0.0,1.5818753488826272
2026-01-04 01:30:00+01:00,0.0,1.5100560682996982
2026-01-04 01:45:00+01:00,0.0,1.3569766660034106
2026-01-04 02:00:00+01:00,0.0,1.5891650404733364
2026-01-04 02:15:00+01:00,0.0,1.5028074651789531
2026-01-04 02:30:00+01:00,0.0,1.5765186486751004
2026-01-04 02:45:00+01:00,0.0,1.549803180102575
2026-01-04 03:00:00+01:00,0.0,1.3371353702165034
2026-01-04 03:15:00+01:00,0.0,1.3763285304746158
2026-01-04 03:30:00+01:00,0.0,1.566958739050561
2026-01-04 03:45:00+01:00,0.0,1.546995273680578
2026-01-04 04:00:00+01:00,0.0,1.454955640900076
2026-01-04 04:15:00+01:00,0.0,1.4751094686343984
2026-01-04 04:30:00+01:00,0.0,1.6442870376329248
2026-01-04 04:45:00+01:00,0.0,1.3717518079127553
2026-01-04 05:00:00+01:00,0.0,1.5377700675417743
2026-01-04 05:15:00+01:00,0.0,1.4285233483789637
2026-01-04 05:30:00+01:00,0.0,1.4262651128721882
2026-01-04 05:45:00+01:00,0.0,1.6182051053953634
2026-01-04 06:00:00+01:00,0.0,3.7880377423736853
2026-01-04 06:15:00+01:00,0.0,3.7838713365071737
2026-01-04 06:30:00+01:00,0.0,3.9560215548762523
2026-01-04 06:45:00+01:00,0.0,3.5065571193596736
2026-01-04 07:00:00+01:00,0.0,3.737836930522181
2026-01-04 07:15:00+01:00,0.0,3.3906386651805955
2026-01-04 07:30:00+01:00,0.0,3.6126399706951284
2026-01-04 07:45:00+01:00,0.0,3.453667685065922
2026-01-04 08:00:00+01:00,0.0,3.5331483396999013
2026-01-04 08:15:00+01:00,0.0,3.7074652285759506
2026-01-04 08:30:00+01:00,2.6871046358938036,3.2128950492799317
2026-01-04 08:45:00+01:00,17.110797806671172,4.231377151602844
2026-01-04 09:00:00+01:00,26.134405428365973,2.622650907426522
2026-01-04 09:15:00+01:00,40.348795663754714,2.561948047325967
2026-01-04 09:30:00+01:00,88.07763617461222,3.253712048248353
2026-01-04 09:45:00+01:00,112.50135477239198,3.1468555319136455
2026-01-04 10:00:00+01:00,135.39865487754076,3.097999925137281
2026-01-04 10:15:00+01:00,160.00455736872476,3.0992321396060794
2026-01-04 10:30:00+01:00,164.1515743254892,2.912435033003544
2026-01-04 10:45:00+01:00,154.10299567110587,2.6543662685748273
2026-01-04 11:00:00+01:00,202.24592226772572,2.938110855722929
2026-01-04 11:15:00+01:00,188.24041615951333,2.7185454246708884
2026-01-04 11:30:00+01:00,264.4230094422143,3.2003517183539283
2026-01-04 11:45:00+01:00,228.8231222348837,2.8731241759430595
2026-01-04 12:00:00+01:00,206.46437659598533,2.675290705201677
2026-01-04 12:15:00+01:00,231.86150599785455,2.822289888887127
2026-01-04 12:30:00+01:00,265.30661542103167,3.036417267624191
2026-01-04 12:45:00+01:00,221.629433059821,2.7516237704762077
2026-01-04 13:00:00+01:00,207.1335364177955,2.6762462224706742
2026-01-04 13:15:00+01:00,245.98502901706001,2.9870655415045073
2026-01-04 13:30:00+01:00,236.627410151536,2.987438603561916
2026-01-04 13:45:00+01:00,196.03550318837043,2.7681812553375704
2026-01-04 14:00:00+01:00,184.62129259331883,2.778651137616922
2026-01-04 14:15:00+01:00,192.716529831444,2.983672105152357
2026-01-04 14:30:00+01:00,124.16418058069685,2.493743907829232
2026-01-04 14:45:00+01:00,110.12772886071764,2.5055888903846055
2026-01-04 15:00:00+01:00,108.82093115965499,2.706507419237278
2026-01-04 15:15:00+01:00,97.65756159171873,2.853764877791184
2026-01-04 15:30:00+01:00,81.92697279168512,3.0066670384354937
2026-01-04 15:45:00+01:00,63.58934031955506,3.346220987076319
2026-01-04 16:00:00+01:00,39.11865459304184,3.1661002773949427
2026-01-04 16:15:00+01:00,15.884446944161997,2.8693680250660045
2026-01-04 16:30:00+01:00,4.02106069224052,2.910461061544529
2026-01-04 16:45:00+01:00,0.08844038369900431,2.6236680153058662
2026-01-04 17:00:00+01:00,0.0,4.365911636438183
2026-01-04 17:15:00+01:00,0.0,4.247749742240171
2026-01-04 17:30:00+01:00,0.0,4.515166697735996
2026-01-04 17:45:00+01:00,0.0,4.012177715357505
2026-01-04 18:00:00+01:00,0.0,4.60117194762417
2026-01-04 18:15:00+01:00,0.0,5.0444307252301765
2026-01-04 18:30:00+01:00,0.0,4.326437509262483
2026-01-04 18:45:00+01:00,0.0,4.549718380148597
2026-01-04 19:00:00+01:00,0.0,4.675878923099856
2026-01-04 19:15:00+01:00,0.0,4.19851509182593
2026-01-04 19:30:00+01:00,0.0,4.472027559272275
2026-01-04 19:45:00+01:00,0.0,4.379517227149298
2026-01-04 20:00:00+01:00,0.0,4.4167329156748
2026-01-04 20:15:00+01:00,0.0,4.035894101030995
2026-01-04 20:30:00+01:00,0.0,4.384730072350942
2026-01-04 20:45:00+01:00,0.0,4.591834215033408
2026-01-04 21:00:00+01:00,0.0,2.337412402665281
2026-01-04 21:15:00+01:00,0.0,2.2370111170050957
2026-01-04 21:30:00+01:00,0.0,2.480712877332564
2026-01-04 21:45:00+01:00,0.0,1.8845730221488954
2026-01-04 22:00:00+01:00,0.0,2.219262806618315
2026-01-04 22:15:00+01:00,0.0,2.0786281894667855
2026-01-04 22:30:00+01:00,0.0,2.48818786472585
2026-01-04 22:45:00+01:00,0.0,1.8762141429075636
2026-01-04 23:00:00+01:00,0.0,1.8697999528514653
2026-01-04 23:15:00+01:00,0.0,1.9188560527848098
2026-01-04 23:30:00+01:00,0.0,1.6076738227395406
2026-01-04 23:45:00+01:00,0.0,1.9338869965038181
2026-01-05 00:00:00+01:00,0.0,1.5921654909863108
2026-01-05 00:15:00+01:00,0.0,1.748873359485595
2026-01-05 00:30:00+01:00,0.0,1.7818443202109973
2026-01-05 00:45:00+01:00,0.0,2.0462180315680927
2026-01-05 01:00:00+01:00,0.0,1.8867154248926898
2026-01-05 01:15:00+01:00,0.0,1.6235628397427149
2026-01-05 01:30:00+01:00,0.0,1.5681677425728422
2026-01-05 01:45:00+01:00,0.0,1.8077168546279543
2026-01-05 02:00:00+01:00,0.0,1.4954900499539252
2026-01-05 02:15:00+01:00,0.0,2.038514315279417
2026-01-05 02:30:00+01:00,0.0,1.9261740393897877
2026-01-05 02:45:00+01:00,0.0,1.642123955641848
2026-01-05 03:00:00+01:00,0.0,1.4277946807367425
2026-01-05 03:15:00+01:00,0.0,1.9562280380326695
2026-01-05 03:30:00+01:00,0.0,1.7032263254582418
2026-01-05 03:45:00+01:00,0.0,1.9362320300310165
2026-01-05 04:00:00+01:00,0.0,1.4482474126618898
2026-01-05 04:15:00+01:00,0.0,1.6196911105828617
2026-01-05 04:30:00+01:00,0.0,1.723864564240986
2026-01-05 04:45:00+01:00,0.0,1.7310556687085736
2026-01-05 05:00:00+01:00,0.0,1.6454165654158015
2026-01-05 05:15:00+01:00,0.0,1.8302757153370897
2026-01-05 05:30:00+01:00,0.0,1.539014248755498
2026-01-05 05:45:00+01:00,0.0,1.6984296638357164
2026-01-05 06:00:00+01:00,0.0,4.184850154838481
2026-01-05 06:15:00+01:00,0.0,4.347832571696073
2026-01-05 06:30:00+01:00,0.0,4.429366968359779
2026-01-05 06:45:00+01:00,0.0,3.670055131574892
2026-01-05 07:00:00+01:00,0.0,3.5007340608140933
2026-01-05 07:15:00+01:00,0.0,4.663439617954814
2026-01-05 07:30:00+01:00,0.0,4.272522015797918
2026-01-05 07:45:00+01:00,0.0,3.8255994645714266
2026-01-05 08:00:00+01:00,0.0,4.77652451000103
2026-01-05 08:15:00+01:00,0.04763260175441545,4.182939323132736
2026-01-05 08:30:00+01:00,3.8399342796750098,4.622758588703519
2026-01-05 08:45:00+01:00,15.026827617224857,4.163026240434211
2026-01-05 09:00:00+01:00,37.89648739815181,4.156039890669067
2026-01-05 09:15:00+01:00,61.18995592203276,4.050798986422173
2026-01-05 09:30:00+01:00,72.34989315613187,3.3601310819753096
2026-01-05 09:45:00+01:00,116.73885810110646,3.7807179803004147
2026-01-05 10:00:00+01:00,137.0424104406568,3.6683137209401444
2026-01-05 10:15:00+01:00,170.84017309482988,3.9175419758129113
2026-01-05 10:30:00+01:00,137.5660556599956,3.113417073878918
2026-01-05 10:45:00+01:00,206.8275993848872,3.6823301853338837
2026-01-05 11:00:00+01:00,236.56114372357348,3.810647032965677
2026-01-05 11:15:00+01:00,148.53949443362492,2.839874248027327
2026-01-05 11:30:00+01:00,179.83706833906797,3.038180513787374
2026-01-05 11:45:00+01:00,151.52755283259376,2.7432186490961317
2026-01-05 12:00:00+01:00,231.97362778049416,3.353086691455407
2026-01-05 12:15:00+01:00,279.14633014088014,3.6931816685369614
2026-01-05 12:30:00+01:00,293.34089529331055,3.9636227407262976
2026-01-05 12:45:00+01:00,251.49036562921617,3.4714546751639617
2026-01-05 13:00:00+01:00,287.6399223825954,4.007130435165083
2026-01-05 13:15:00+01:00,180.12281631261448,2.9703499663790187
2026-01-05 13:30:00+01:00,160.27155781219946,2.8589498557157564
2026-01-05 13:45:00+01:00,215.54749841000861,3.426780885534995
2026-01-05 14:00:00+01:00,217.59956001920187,3.5782681556651834
2026-01-05 14:15:00+01:00,186.51299782429814,3.434655834563558
2026-01-05 14:30:00+01:00,107.50844412228871,2.73349772937891
2026-01-05 14:45:00+01:00,146.65302547690717,3.415212118183836
2026-01-05 15:00:00+01:00,97.81994392091525,2.996412150516359
2026-01-05 15:15:00+01:00,116.14622499016949,3.6766861399889703
2026-01-05 15:30:00+01:00,85.11747316185787,3.572249093477348
2026-01-05 15:45:00+01:00,46.82837187046551,3.1220469291624884
2026-01-05 16:00:00+01:00,32.35327083941545,3.2688476490258784
